nationality,country_description,age_group,if_travel_alone,travelling_with,no_female,no_male,total_travellers,purpose_code,purpose_other,activity_main,activity_others,info_source,info_source_others,info_radio_tv_web,tour_package,pac_transport_int,pac_accomodation,pac_food,pac_transport_tz,pac_sightseeing,pac_guided_tour,pac_insurance,currency1,package_cost,if_group_package,nights_mainland,nights_zanzibar,currency2,spent_amount_tz,acc_hotel,acc_others,food_drink,trans_air,trans_road,trans_water,trans_railway,trans_rental,cost_transport_tz,exp_cult_service,exp_sport,exp_sightseeing,mountain_climbing,hunting,gate_fees,visa_taxes,exp_shopping,exp_other,exp_other_detail,if_group_breakdown,payment_mode,payment_mode_others,if_first_trip_tz,most_impressing_tz1,most_impressing_tz2,most_impressing_tz3,most_impressing_tz4,improvement_areas1,improvement_areas2,improvement_areas3,improvement_areas4
UGANDAN,UGANDA,25-44,1,,0,1,1,Other,CEREMONY,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,UGX,100000,0,30000,30000,0,20000,0,0,0,,0,0,0,0,0,0,0,20000,0,,1,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
UGANDAN,UGANDA,25-44,1,Alone,1,0,1,Visiting Friends and Relatives,,Hunting tourism,VFR,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,TZS,150000,20000,20000,5000,0,105000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments, Improve on Roads,,,
AMERICAN,UNITED STATES OF AMERICA,18-24,1,Alone,0,1,1,Leisure and Holidays,,Cultural tourism,,Others (please specify),,,0,0,0,0,0,0,0,0,,0,,7,1,USD,270,0,600,200,0,100,70,0,0,,70,0,0,0,0,100,100,30,0,,0,Cash,,1, Wildlife,Good serviceGood service,, Wildlife," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
ZAMBIAN,ZAMBIA,25-44,1,Alone,0,1,1,Other,COLLECTING VEHICLE,Hunting tourism,COLLECTING VEHICLE,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,6,0,TZS,1300000,180000,0,60000,0,30000,0,0,0,,0,0,0,0,0,0,0,640000,390000,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
CONGOLESE,DRC,25-44,1,,0,1,1,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,101000,16000,0,70000,0,0,15000,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
AMERICAN,UNITED STATES OF AMERICA,18-24,1,Alone,1,0,1,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,7,1,USD,270,0,600,200,0,100,70,0,0,,70,0,0,0,0,100,100,30,0,,0,Cash,,1,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife,Satisfies and Hope Come Back.Friendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly PeopleFriendly People," Improve Facilities (Toilets, Water,...)",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,4,4,Business,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,1500,300,0,54,0,21,0,0,0,,0,0,0,0,0,0,900,225,0,,1,Cash,,0,Friendly People,,,Friendly People,Too many tips demanded/ Corruption,,,
ZAMBIAN,ZAMBIA,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,635000,65000,0,30000,0,90000,0,0,0,,0,0,0,0,0,0,0,450000,0,,1,Cash,,0,Others (please specify),,,Others (please specify), Improve on Roads,,,
ZAMBIAN,ZAMBIA,25-44,1,,1,0,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,450000,100000,0,50000,0,50000,0,0,0,,0,0,0,0,0,0,0,250000,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
RWANDESE,RWANDA,25-44,1,,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,0,TZS,302000,0,0,150000,0,150000,0,0,0,,0,0,0,0,0,0,0,0,2000,A,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Wider AcceptabSlow/poor customer services",,,
UGANDAN,UGANDA,18-24,1,Alone,0,1,1,Visiting Friends and Relatives,,Hunting tourism,VFR,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,12,0,TZS,100000,0,0,0,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GERMAN,GERMANY,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Beach tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,11,8,TZS,1288912,600000,0,200000,0,250000,116032,40000,0,,0,0,0,0,0,0,82880,0,0,,0,Cash,,1,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife, Improve on RoadsOthers (please specify),,,
ZIMBABWEAN,ZIMBABWE,25-44,1,,0,1,1,Other,COLLECT A CAR,Hunting tourism,COLLECT A CAR,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,440,75,0,80,0,25,0,0,0,,0,0,0,0,0,0,0,0,260,FUEL,1,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
KENYAN,KENYA,45-64,0,With Spouse,1,1,2,Visiting Friends and Relatives,,Hunting tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,USD,750,0,400,200,0,0,0,0,0,,60,0,0,0,0,0,0,90,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
INDIAN,CONGO,25-44,1,Alone,1,0,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,3,USD,820,150,0,120,0,230,70,0,0,,20,180,50,0,0,0,0,0,0,,1,Cash,,1,Friendly People,Good serviceGood service,,Friendly People, Improve on Roads Improve on Roads,,,
UGANDAN,UGANDA,25-44,0,With Children,2,1,3,Other,WEDDING,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,12,0,TZS,350000,0,0,50000,0,150000,0,0,0,,0,0,0,0,0,0,0,0,150000,,1,Cash,,0, Wildlife,,, Wildlife,Wider AcceptabSlow/poor customer services,,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,200,0,0,0,0,30,0,0,0,,0,0,0,0,0,0,0,40,0,,1,Cash,,0,Friendly People,,,Friendly People, Improve on Roads,,,
CONGOLESE,DRC,45-64,0,With Children,0,2,2,Visiting Friends and Relatives,,Hunting tourism,Non,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,100000,30000,0,40000,0,30000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
UGANDAN,UGANDA,25-44,1,,0,1,1,Visiting Friends and Relatives,,Hunting tourism,VISITING RELATIVES,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,175000,10000,25000,40000,0,70000,0,0,0,,0,0,0,0,0,0,0,30000,0,,1,Cash,,0,Others (please specify),,,Others (please specify), Improve on Roads Improve on Security/Safety,,,
CANADIAN,KENYA,45-64,1,Alone,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,Others (please specify),,INTERNET,0,0,0,0,0,0,0,0,,0,,15,0,USD,2000,1000,0,500,0,200,0,0,0,,0,0,100,0,0,0,100,100,0,,0,Cash,,0,Friendly People,,,Friendly People,Wider AcceptabSlow/poor customer services,,,
GHANAIAN,UGANDA,25-44,1,,0,1,1,Business,,Wildlife tourism,,Tanzania Mission Abroad,,,0,0,0,0,0,0,0,0,,0,,60,0,TZS,3000000,1600000,1300000,0,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ZIMBABWEAN,ZIMBABWE,45-64,1,,0,1,1,Leisure and Holidays,,Cultural tourism,,Trade fair,,,0,0,0,0,0,0,0,0,,0,,1,0,USD,75,10,0,5,0,65,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1,Friendly People,,,Friendly People, Improve on Roads,,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Business,,Bird watching,,"Radio, TV, Web (please specify)",,WEB,0,0,0,0,0,0,0,0,,0,,1,0,TZS,716810,20000,0,30000,0,298260,0,0,0,,0,0,0,0,0,0,248550,0,120000,FUEL,1,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
BURUNDESE,BURUNDI,25-44,1,,1,0,1,Business,,Hunting tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,2169000,30000,15000,0,0,24000,0,0,0,,0,0,0,0,0,0,0,0,2100,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ZAMBIAN,ZAMBIA,25-44,0,With Spouse,1,1,2,Visiting Friends and Relatives,,Hunting tourism,VISITS,"Radio, TV, Web (please specify)",,MULTI CHOICE,0,0,0,0,0,0,0,0,,0,,7,0,TZS,330000,100000,0,100000,0,50000,0,0,0,,0,0,0,0,0,0,0,80000,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
ZIMBABWEAN,ZIMBABWE,45-64,0,With Other Friends/Relatives,0,2,2,Business,,Hunting tourism,COLLECT VEHICLE,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,USD,90,20,0,15,0,30,0,0,0,,0,0,0,0,0,5,20,0,0,,0,Cash,,1,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,
BURUNDESE,BURUNDI,25-44,0,With Spouse,1,1,2,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,327000,132000,0,125000,0,550000,0,0,0,,0,0,0,0,0,0,0,0,15000,,1,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
UGANDAN,UGANDA,25-44,1,Alone,0,1,1,Scientific and Academic,,Hunting tourism,STUDY,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,6,0,TZS,200000,50000,0,50000,0,100000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BURUNDESE,BURUNDI,25-44,0,With Children,1,1,2,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,110000,0,50000,40000,0,20000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
UGANDAN,UGANDA,25-44,1,Alone,1,0,1,Business,,Wildlife tourism,,Others (please specify),,BUSINESS,0,0,0,0,0,0,0,0,,0,,4,0,TZS,185000,100000,0,40000,0,45000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
KENYAN,KENYA,25-44,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,168500,105000,63000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
KENYAN,SOUTH AFRICA,45-64,0,With Other Friends/Relatives,0,2,2,Business,,Hunting tourism,TRANSIT,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,1200000,100000,0,80000,0,0,0,0,0,,0,0,0,0,0,0,0,0,1020000,,1,Cash,,0,Good service,,,Good service," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ITALIAN,ITALY,18-24,0,With Other Friends/Relatives,0,2,2,Visiting Friends and Relatives,,Cultural tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,26,0,EUR,1000,400,0,200,0,200,0,0,0,,0,200,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
CONGOLESE,CONGO,25-44,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,180000,0,0,30000,0,150000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
UGANDAN,UGANDA,25-44,1,,0,1,1,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,55000,0,20000,15000,0,18000,0,0,0,,0,0,0,0,0,0,0,0,2000,Airtime,1,Cash,,0,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
NIGERIAN,NIGERIA,25-44,1,,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,35,0,TZS,850000,525000,0,245000,0,80000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
ZIMBABWEAN,ZIMBABWE,25-44,1,,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,680,150,0,175,125,0,0,0,0,,0,0,0,0,0,0,0,30,200,POLICE HARRASSMENT,1,Cash,,0,Friendly People,,,"Wonderful Country, Landscape, Nature",Too many tips demanded/ Corruption," Improve Facilities (Toilets, Water,...)0",,
ZAMBIAN,ZAMBIA,25-44,1,,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,9339000,100000,0,80000,0,40000,0,0,0,,0,0,0,0,0,0,0,9119000,0,,1,Cash,,0,Excellent Experience,,,Excellent Experience, Improve on Roads," Improve Facilities (Toilets, Water,...)",,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,2,2,Other,BUYING A CAR,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,100000,18000,0,0,0,45000,0,0,0,,0,0,0,0,0,0,0,37000,0,,1,Cash,,1,Friendly People,,,"Wonderful Country, Landscape, Nature", Improve on Roads,,,
BURUNDESE,BURUNDI,45-64,1,,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,0,TZS,385000,75000,50000,0,0,160000,0,0,0,,0,0,0,0,0,0,0,0,100000,Gift,1,Cash,,0,Excellent Experience,"Wonderful Country, Landscape, Nature",,Excellent Experience," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,18-24,1,Alone,0,1,1,Business,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,200,100,0,20,0,10,0,0,0,,0,10,0,0,0,0,0,60,0,,1,Cash,,0,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)0",,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,80,50,0,20,0,10,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Friendly People,,,Friendly People, Improve on Roads Improve on Security/Safety," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,
UGANDAN,UGANDA,18-24,1,Alone,0,1,1,Scientific and Academic,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,7,0,TZS,600000,200000,100000,0,0,100000,0,0,0,,0,0,0,0,0,0,0,0,200000,APPLICATION PROCESS,0,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
RWANDESE,RWANDA,25-44,0,With Other Friends/Relatives,1,1,2,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,141000,40000,55000,0,0,18000,0,0,0,,0,0,0,0,0,0,0,22000,6000,Airtime,1,Cash,,1,Excellent Experience, Wildlife,,Excellent Experience," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
BURUNDESE,BURUNDI,45-64,1,,0,1,1,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,80000,0,15000,37000,0,15000,0,0,0,,0,0,0,0,0,0,0,0,13000,,0,Cash,,0,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
UGANDAN,UGANDA,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,7,0,TZS,400000,150000,0,50000,0,0,0,0,0,,0,0,0,0,0,0,0,0,200000,BUSINESS,0,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ZAMBIAN,ZAMBIA,25-44,1,,0,1,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,325000,95000,0,50000,0,0,0,0,0,,0,0,0,0,0,0,0,180000,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,2,2,Business,,Hunting tourism,COLLECT VEHICLE,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,480,150,0,100,125,105,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
ZAMBIAN,ZAMBIA,25-44,1,,1,0,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,TZS,243800,18000,0,20000,0,40000,0,0,0,,0,0,0,0,0,0,0,165800,0,,1,Cash,,0,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife, Improve on Roads," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",
UGANDAN,UGANDA,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,TZS,100000,0,0,30000,40000,0,0,0,0,,0,0,0,0,0,0,0,30000,0,,1,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
CONGOLESE,CONGO,45-64,1,,1,0,1,Visiting Friends and Relatives,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,TZS,133000,35000,0,76000,0,22000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
UGANDAN,UGANDA,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Hunting tourism,VFR,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,0,TZS,80000,0,0,70000,0,10000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ZIMBABWEAN,ZIMBABWE,45-64,1,Alone,0,1,1,Business,,Hunting tourism,COLLECT VEHICLE,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,200,40,0,30,0,120,0,0,0,,0,0,0,0,0,0,0,10,0,,1,Cash,,0,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,
KENYAN,KENYA,25-44,1,,0,1,1,Other,ON TRANSIT,Hunting tourism,ON TRANSIT TO ZAMBIA,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,0,USD,500,200,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,2,2,Other,,Hunting tourism,,Others (please specify),,,0,0,0,0,0,0,0,0,,0,,2,0,USD,250,40,0,40,170,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Friendly People,,,Friendly People, Improve on Security/Safety,,,
UGANDAN,UGANDA,25-44,0,With Other Friends/Relatives,3,3,6,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,1,TZS,500000,100000,0,100000,0,50000,100000,0,0,,0,0,0,0,0,0,0,150000,0,,0,Cash,,1,Good service,,,Good service," Improve Facilities (Toilets, Water,...)0",,,
ZIMBABWEAN,ZIMBABWE,45-64,1,Alone,0,1,1,Business,,Wildlife tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,7,0,TZS,740000,140000,0,100000,0,250000,0,0,0,,0,0,0,0,0,0,0,250000,0,,1,Cash,,0,Others (please specify),,,Others (please specify),Too many tips demanded/ Corruption,,,
KENYAN,KENYA,25-44,1,,0,1,1,Other,ON TRANSIT,Hunting tourism,ON TRANSIT,Others (please specify),,HAS BEEN HERE BEFORE,0,0,0,0,0,0,0,0,,0,,6,0,TZS,240000,120000,120000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ZIMBABWEAN,ZIMBABWE,25-44,1,Alone,0,1,1,Business,,Mountain climbing,,Trade fair,,,0,0,0,0,0,0,0,0,,0,,4,0,TZS,1145000,100000,60000,50000,0,135000,0,0,0,,0,0,0,0,0,0,0,800000,0,,,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
ZIMBABWEAN,ZIMBABWE,25-44,0,With Other Friends/Relatives,0,2,2,Other,IN TRANSIT TO COLLECT A CAR,Hunting tourism,COLLECT VEHICLE,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,305700,82850,82850,80000,0,60000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
INDONESIAN,INDONESIA,45-64,1,,0,1,1,Business,,Mountain climbing,,"Radio, TV, Web (please specify)",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,200,200,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZAMBIAN,ZAMBIA,25-44,1,,1,0,1,Business,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,2000,24,0,12,0,3,0,0,0,,0,0,0,0,0,0,0,1800,161,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
UGANDAN,UGANDA,25-44,0,With Other Friends/Relatives,2,0,2,Visiting Friends and Relatives,,Hunting tourism,INTRODUCTION CEREMONY,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,UGX,500000,0,0,300000,0,200000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ZAMBIAN,ZAMBIA,25-44,1,Alone,0,1,1,Other,TRANSIT,Hunting tourism,TRANSIT,Others (please specify),INTERNET,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,40000,30000,0,10000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ZAMBIAN,ZAMBIA,25-44,1,Alone,0,1,1,Business,,Mountain climbing,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,6,0,TZS,828500,250000,0,200000,0,80000,0,0,0,,0,0,0,0,0,0,0,0,298500,REMAIN BALANCE,1,Cash,,0,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
ZIMBABWEAN,ZIMBABWE,25-44,1,,0,1,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,USD,100,30,0,20,0,20,0,0,0,,0,0,0,0,0,0,0,30,0,,1,Cash,,1,Friendly People,,,"Wonderful Country, Landscape, Nature", Improve on Roads,,,
BURUNDESE,BURUNDI,45-64,1,,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,1,0,TZS,24000,7000,0,5000,0,12000,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Excellent Experience,,,Excellent Experience, Improve on Security/Safety,,,
UGANDAN,UGANDA,25-44,1,Alone,0,1,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,13,0,TZS,200000,80000,0,80000,0,40000,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
KENYAN,KENYA,25-44,1,Alone,0,1,1,Other,ON TRANSIT,Hunting tourism,ON TRANSIT,Others (please specify),NEIGHBOURING COUNTRY,,0,0,0,0,0,0,0,0,,0,,5,0,TZS,200000,30000,0,20000,0,100000,0,0,30000,,0,0,0,0,0,0,0,0,20000,AIRTIME,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
